21,0,4,361,374,63,70,1,-1,-1,-1
21,1,8,764,228,27,51,1,-1,-1,-1
21,2,5,470,266,35,48,1,-1,-1,-1
21,4,1,235,311,14,54,1,-1,-1,-1
21,15,4,575,246,22,34,1,-1,-1,-1
22,0,4,358,376,63,71,1,-1,-1,-1
22,1,8,764,227,27,51,1,-1,-1,-1
22,2,5,469,267,35,48,1,-1,-1,-1
22,4,1,235,311,14,54,1,-1,-1,-1
22,15,4,575,246,22,34,1,-1,-1,-1
23,0,4,354,378,64,72,1,-1,-1,-1
23,1,8,764,226,27,51,1,-1,-1,-1
23,2,5,467,268,36,49,1,-1,-1,-1
23,4,1,235,311,14,54,1,-1,-1,-1
23,15,4,574,246,22,35,1,-1,-1,-1
24,0,4,349,380,65,73,1,-1,-1,-1
24,1,8,764,226,27,51,1,-1,-1,-1
24,2,5,465,269,36,49,1,-1,-1,-1
24,4,1,236,311,14,54,1,-1,-1,-1
24,15,4,574,246,22,35,1,-1,-1,-1
25,0,4,345,383,66,74,1,-1,-1,-1
25,1,8,764,226,27,51,1,-1,-1,-1
25,2,5,463,269,37,49,1,-1,-1,-1
25,4,1,236,312,14,54,1,-1,-1,-1
25,15,4,573,247,23,35,1,-1,-1,-1
26,0,4,341,385,66,75,1,-1,-1,-1
26,1,8,765,226,27,51,1,-1,-1,-1
26,2,5,462,270,37,49,1,-1,-1,-1
26,4,1,237,312,14,54,1,-1,-1,-1
26,15,4,572,248,23,35,1,-1,-1,-1
27,0,4,338,387,67,75,1,-1,-1,-1
27,1,8,765,225,27,50,1,-1,-1,-1
27,2,5,460,271,38,48,1,-1,-1,-1
27,4,1,237,312,14,54,1,-1,-1,-1
27,15,4,572,248,23,35,1,-1,-1,-1
28,0,4,334,389,68,76,1,-1,-1,-1
28,1,8,765,225,27,49,1,-1,-1,-1
28,2,5,459,271,38,49,1,-1,-1,-1
28,4,1,238,312,14,54,1,-1,-1,-1
28,15,4,571,248,23,35,1,-1,-1,-1
29,0,4,329,391,68,77,1,-1,-1,-1
29,1,8,766,224,26,48,1,-1,-1,-1
29,2,5,457,272,39,49,1,-1,-1,-1
29,4,1,238,312,14,54,1,-1,-1,-1
29,15,4,571,248,23,35,1,-1,-1,-1
30,0,4,325,393,69,78,1,-1,-1,-1
30,1,8,766,223,26,48,1,-1,-1,-1
30,2,5,456,272,39,49,1,-1,-1,-1
30,4,1,238,311,14,54,1,-1,-1,-1
30,15,4,570,248,23,35,1,-1,-1,-1
31,0,4,321,395,70,79,1,-1,-1,-1
31,1,8,766,223,26,47,1,-1,-1,-1
31,2,5,454,273,40,49,1,-1,-1,-1
31,4,1,239,311,14,54,1,-1,-1,-1
31,15,4,570,248,23,35,1,-1,-1,-1
32,0,4,316,397,71,80,1,-1,-1,-1
32,1,8,766,223,26,47,1,-1,-1,-1
32,2,5,452,273,40,50,1,-1,-1,-1
32,4,1,240,311,13,53,1,-1,-1,-1
32,15,4,569,248,23,35,1,-1,-1,-1
33,0,4,312,399,72,80,1,-1,-1,-1
33,1,8,767,222,26,47,1,-1,-1,-1
33,2,5,451,274,40,50,1,-1,-1,-1
33,4,1,240,310,13,53,1,-1,-1,-1
33,15,4,568,249,23,35,1,-1,-1,-1
34,0,4,308,401,73,81,1,-1,-1,-1
34,1,8,767,222,26,47,1,-1,-1,-1
34,2,5,449,274,40,50,1,-1,-1,-1
34,4,1,240,310,13,52,1,-1,-1,-1
34,15,4,568,249,23,35,1,-1,-1,-1
35,0,4,303,404,73,81,1,-1,-1,-1
35,1,8,767,222,25,47,1,-1,-1,-1
35,2,5,447,275,41,50,1,-1,-1,-1
35,4,1,240,309,13,52,1,-1,-1,-1
35,15,4,567,249,23,35,1,-1,-1,-1
36,0,4,298,406,74,82,1,-1,-1,-1
36,1,8,768,222,25,46,1,-1,-1,-1
36,2,5,445,275,41,51,1,-1,-1,-1
36,4,1,241,309,13,52,1,-1,-1,-1
36,15,4,567,249,23,35,1,-1,-1,-1
37,0,4,294,409,75,82,1,-1,-1,-1
37,1,8,768,221,24,46,1,-1,-1,-1
37,2,5,443,276,41,51,1,-1,-1,-1
37,4,1,241,308,13,52,1,-1,-1,-1
37,15,4,566,250,23,35,1,-1,-1,-1
38,0,4,289,411,76,82,1,-1,-1,-1
38,1,8,769,221,24,46,1,-1,-1,-1
38,2,5,442,276,41,51,1,-1,-1,-1
38,4,1,241,309,14,51,1,-1,-1,-1
38,15,4,566,249,23,35,1,-1,-1,-1
39,0,4,284,413,77,83,1,-1,-1,-1
39,1,8,769,221,24,46,1,-1,-1,-1
39,2,5,440,277,41,51,1,-1,-1,-1
39,4,1,242,308,14,51,1,-1,-1,-1
39,15,4,565,250,23,35,1,-1,-1,-1
40,0,4,280,416,77,85,1,-1,-1,-1
40,1,8,769,220,23,46,1,-1,-1,-1
40,2,5,439,277,41,51,1,-1,-1,-1
40,4,1,242,309,14,50,1,-1,-1,-1
40,15,4,565,250,23,35,1,-1,-1,-1
41,0,4,275,419,78,85,1,-1,-1,-1
41,1,8,769,220,23,46,1,-1,-1,-1
41,2,5,437,278,41,51,1,-1,-1,-1
41,4,1,242,310,14,49,1,-1,-1,-1
41,15,4,564,250,23,35,1,-1,-1,-1
42,1,8,770,220,22,46,1,-1,-1,-1
42,2,5,435,278,41,51,1,-1,-1,-1
42,4,1,242,310,14,48,1,-1,-1,-1
42,15,4,563,250,23,36,1,-1,-1,-1
43,1,8,770,220,22,46,1,-1,-1,-1
43,2,5,433,279,41,51,1,-1,-1,-1
43,4,1,243,310,14,48,1,-1,-1,-1
43,15,4,562,251,23,36,1,-1,-1,-1
44,1,8,770,220,22,46,1,-1,-1,-1
44,2,5,431,280,41,51,1,-1,-1,-1
44,4,1,243,310,14,47,1,-1,-1,-1
44,15,4,562,251,23,36,1,-1,-1,-1
44,16,4,259,431,82,94,1,-1,-1,-1
45,1,8,771,220,21,46,1,-1,-1,-1
45,2,5,429,280,41,51,1,-1,-1,-1
45,4,1,244,310,13,46,1,-1,-1,-1
45,15,4,561,252,24,36,1,-1,-1,-1
45,16,4,253,433,84,94,1,-1,-1,-1
46,1,8,771,219,21,46,1,-1,-1,-1
46,2,5,427,281,41,51,1,-1,-1,-1
46,4,1,244,310,13,45,1,-1,-1,-1
46,15,4,560,252,24,36,1,-1,-1,-1
46,16,4,247,435,87,94,1,-1,-1,-1
47,1,8,772,218,21,46,1,-1,-1,-1
47,2,5,425,281,41,51,1,-1,-1,-1
47,4,1,244,309,13,45,1,-1,-1,-1
47,15,4,560,252,24,36,1,-1,-1,-1
47,16,4,238,437,86,94,1,-1,-1,-1
48,1,8,772,218,21,46,1,-1,-1,-1
48,2,5,423,282,42,50,1,-1,-1,-1
48,4,1,245,309,13,45,1,-1,-1,-1
48,15,4,559,252,24,36,1,-1,-1,-1
48,16,4,232,440,87,95,1,-1,-1,-1
49,1,8,772,218,21,46,1,-1,-1,-1
49,2,5,422,283,42,50,1,-1,-1,-1
49,4,1,245,309,12,45,1,-1,-1,-1
49,15,4,559,253,24,36,1,-1,-1,-1
49,16,4,225,442,88,96,1,-1,-1,-1
50,1,8,772,218,21,46,1,-1,-1,-1
50,2,5,420,283,42,51,1,-1,-1,-1
50,4,1,245,308,12,45,1,-1,-1,-1
50,15,4,558,253,24,36,1,-1,-1,-1
50,16,4,219,446,90,96,1,-1,-1,-1
51,1,8,773,218,20,46,1,-1,-1,-1
51,2,5,418,284,42,51,1,-1,-1,-1
51,4,1,246,308,12,45,1,-1,-1,-1
51,15,4,558,253,24,37,1,-1,-1,-1
51,16,4,214,450,90,97,1,-1,-1,-1
52,1,8,773,217,20,46,1,-1,-1,-1
52,2,5,416,284,42,51,1,-1,-1,-1
52,4,1,246,308,12,46,1,-1,-1,-1
52,15,4,557,254,24,37,1,-1,-1,-1
52,16,4,207,452,91,98,1,-1,-1,-1
53,1,8,773,217,20,46,1,-1,-1,-1
53,2,5,414,285,43,52,1,-1,-1,-1
53,4,1,246,308,12,46,1,-1,-1,-1
53,15,4,556,254,25,37,1,-1,-1,-1
53,16,4,201,455,91,100,1,-1,-1,-1
54,1,8,773,216,20,46,1,-1,-1,-1
54,2,5,412,285,43,52,1,-1,-1,-1
54,4,1,247,307,11,47,1,-1,-1,-1
54,15,4,556,254,25,37,1,-1,-1,-1
54,16,4,194,458,92,102,1,-1,-1,-1
55,1,8,773,216,20,45,1,-1,-1,-1
55,2,5,411,286,43,52,1,-1,-1,-1
55,4,1,247,307,11,47,1,-1,-1,-1
55,15,4,555,254,25,37,1,-1,-1,-1
55,16,4,188,461,93,104,1,-1,-1,-1
56,1,8,774,216,20,45,1,-1,-1,-1
56,2,5,409,286,44,52,1,-1,-1,-1
56,4,1,248,306,11,48,1,-1,-1,-1
56,15,4,555,254,25,37,1,-1,-1,-1
56,16,4,182,465,94,105,1,-1,-1,-1
57,1,8,774,215,20,45,1,-1,-1,-1
57,2,5,407,287,44,52,1,-1,-1,-1
57,4,1,248,306,11,48,1,-1,-1,-1
57,15,4,555,254,25,37,1,-1,-1,-1
57,16,4,175,468,96,106,1,-1,-1,-1
58,1,8,774,215,20,45,1,-1,-1,-1
58,2,5,406,287,44,52,1,-1,-1,-1
58,4,1,248,306,11,48,1,-1,-1,-1
58,15,4,554,255,25,37,1,-1,-1,-1
58,16,4,169,472,97,107,1,-1,-1,-1
59,1,8,774,214,20,45,1,-1,-1,-1
59,2,5,403,288,45,53,1,-1,-1,-1
59,4,1,249,306,11,47,1,-1,-1,-1
59,15,4,554,255,25,37,1,-1,-1,-1
59,16,4,160,476,99,107,1,-1,-1,-1
60,1,8,774,214,20,45,1,-1,-1,-1
60,2,5,401,289,45,53,1,-1,-1,-1
60,4,1,249,306,11,47,1,-1,-1,-1
60,15,4,553,255,25,37,1,-1,-1,-1
60,16,4,153,480,101,107,1,-1,-1,-1
61,1,8,775,214,20,45,1,-1,-1,-1
61,2,5,399,290,46,53,1,-1,-1,-1
61,4,1,250,306,11,46,1,-1,-1,-1
61,15,4,553,255,25,37,1,-1,-1,-1
61,16,4,146,485,103,107,1,-1,-1,-1
62,1,8,775,214,20,45,1,-1,-1,-1
62,2,5,397,291,47,53,1,-1,-1,-1
62,4,1,250,306,11,46,1,-1,-1,-1
62,15,4,552,256,26,37,1,-1,-1,-1
62,16,4,139,489,105,107,1,-1,-1,-1
63,1,8,775,214,20,44,1,-1,-1,-1
63,2,5,395,291,47,53,1,-1,-1,-1
63,4,1,251,306,11,46,1,-1,-1,-1
63,15,4,552,256,26,37,1,-1,-1,-1
63,16,4,131,493,108,106,1,-1,-1,-1
64,1,8,775,213,20,44,1,-1,-1,-1
64,2,5,393,292,48,54,1,-1,-1,-1
64,4,1,252,305,10,46,1,-1,-1,-1
64,15,4,552,256,26,37,1,-1,-1,-1
64,16,4,123,497,110,107,1,-1,-1,-1
65,1,8,775,213,20,43,1,-1,-1,-1
65,2,5,391,292,48,54,1,-1,-1,-1
65,4,1,252,305,10,46,1,-1,-1,-1
65,15,4,552,256,26,37,1,-1,-1,-1
65,16,4,115,502,113,108,1,-1,-1,-1
66,1,8,775,212,20,43,1,-1,-1,-1
66,2,5,389,292,48,55,1,-1,-1,-1
66,4,1,252,305,11,46,1,-1,-1,-1
66,15,4,551,256,26,37,1,-1,-1,-1
66,16,4,107,507,115,109,1,-1,-1,-1
67,1,8,775,212,20,42,1,-1,-1,-1
67,2,5,387,293,49,54,1,-1,-1,-1
67,4,1,253,305,11,46,1,-1,-1,-1
67,15,4,551,256,26,37,1,-1,-1,-1
67,16,4,98,511,118,110,1,-1,-1,-1
68,1,8,775,212,20,41,1,-1,-1,-1
68,2,5,385,294,49,54,1,-1,-1,-1
68,4,1,253,305,11,46,1,-1,-1,-1
68,15,4,550,256,27,37,1,-1,-1,-1
68,16,4,90,516,121,111,1,-1,-1,-1
69,1,8,775,212,20,41,1,-1,-1,-1
69,2,5,383,294,50,54,1,-1,-1,-1
69,15,4,549,257,27,37,1,-1,-1,-1
70,1,8,775,212,20,40,1,-1,-1,-1
70,2,5,381,294,50,54,1,-1,-1,-1
70,15,4,549,257,27,38,1,-1,-1,-1
71,1,8,776,212,19,40,1,-1,-1,-1
71,2,5,379,295,51,54,1,-1,-1,-1
71,15,4,549,257,27,38,1,-1,-1,-1
71,17,1,254,308,14,49,1,-1,-1,-1
71,18,4,65,531,128,118,1,-1,-1,-1
72,1,8,776,211,19,40,1,-1,-1,-1
72,2,5,377,295,52,54,1,-1,-1,-1
72,15,4,548,257,27,38,1,-1,-1,-1
72,17,1,255,307,14,49,1,-1,-1,-1
72,18,4,59,536,121,120,1,-1,-1,-1
73,1,8,776,211,19,40,1,-1,-1,-1
73,2,5,374,295,53,53,1,-1,-1,-1
73,15,4,548,257,27,38,1,-1,-1,-1
73,17,1,255,307,15,49,1,-1,-1,-1
73,18,4,52,540,110,120,1,-1,-1,-1
74,1,8,777,210,19,40,1,-1,-1,-1
74,2,5,372,296,54,53,1,-1,-1,-1
74,15,4,548,257,27,38,1,-1,-1,-1
74,17,1,257,306,15,50,1,-1,-1,-1
74,18,4,48,543,99,121,1,-1,-1,-1
75,1,8,777,209,19,40,1,-1,-1,-1
75,2,5,370,296,54,53,1,-1,-1,-1
75,15,4,547,256,27,39,1,-1,-1,-1
75,17,1,257,306,15,49,1,-1,-1,-1
75,18,4,44,545,90,120,1,-1,-1,-1
76,1,8,777,209,19,39,1,-1,-1,-1
76,2,5,367,297,55,53,1,-1,-1,-1
76,15,4,547,257,27,39,1,-1,-1,-1
77,1,8,777,209,19,39,1,-1,-1,-1
77,2,5,365,297,55,53,1,-1,-1,-1
77,15,4,546,257,28,39,1,-1,-1,-1
78,1,8,777,209,19,39,1,-1,-1,-1
78,2,5,362,297,55,53,1,-1,-1,-1
78,15,4,546,258,28,39,1,-1,-1,-1
79,2,5,360,298,55,52,1,-1,-1,-1
79,15,4,545,258,28,39,1,-1,-1,-1
80,2,5,357,298,55,53,1,-1,-1,-1
80,15,4,545,258,28,40,1,-1,-1,-1
81,2,5,355,298,55,53,1,-1,-1,-1
81,15,4,545,258,28,40,1,-1,-1,-1
82,2,5,353,299,55,53,1,-1,-1,-1
82,15,4,544,258,28,40,1,-1,-1,-1
83,2,5,350,300,56,52,1,-1,-1,-1
83,15,4,544,258,28,40,1,-1,-1,-1
84,2,5,348,300,56,52,1,-1,-1,-1
84,15,4,543,258,29,40,1,-1,-1,-1
85,2,5,345,300,56,53,1,-1,-1,-1
85,15,4,543,258,29,40,1,-1,-1,-1
86,2,5,343,301,56,53,1,-1,-1,-1
86,15,4,542,259,29,40,1,-1,-1,-1
87,2,5,340,302,57,53,1,-1,-1,-1
87,15,4,542,259,29,40,1,-1,-1,-1
88,2,5,338,303,57,54,1,-1,-1,-1
88,15,4,541,260,29,40,1,-1,-1,-1
89,2,5,335,304,57,54,1,-1,-1,-1
89,15,4,541,260,29,40,1,-1,-1,-1
90,2,5,332,304,57,54,1,-1,-1,-1
90,15,4,540,260,29,40,1,-1,-1,-1
91,2,5,330,304,57,54,1,-1,-1,-1
91,15,4,540,260,29,40,1,-1,-1,-1
92,2,5,327,305,58,54,1,-1,-1,-1
92,15,4,540,260,29,40,1,-1,-1,-1
93,2,5,324,305,59,55,1,-1,-1,-1
93,15,4,539,261,29,40,1,-1,-1,-1
94,2,5,321,306,60,55,1,-1,-1,-1
94,15,4,539,261,29,40,1,-1,-1,-1
95,2,5,318,307,60,55,1,-1,-1,-1
95,15,4,538,261,29,40,1,-1,-1,-1
96,2,5,315,308,60,55,1,-1,-1,-1
96,15,4,538,262,29,40,1,-1,-1,-1
97,2,5,312,309,61,55,1,-1,-1,-1
97,15,4,537,262,29,40,1,-1,-1,-1
98,2,5,309,310,61,55,1,-1,-1,-1
98,15,4,537,262,29,40,1,-1,-1,-1
99,2,5,306,311,62,55,1,-1,-1,-1
99,15,4,537,262,29,40,1,-1,-1,-1
100,2,5,304,312,62,54,1,-1,-1,-1
100,15,4,536,262,29,40,1,-1,-1,-1
101,2,5,300,313,62,53,1,-1,-1,-1
101,15,4,535,262,30,40,1,-1,-1,-1
102,2,5,297,314,62,52,1,-1,-1,-1
102,15,4,535,263,30,40,1,-1,-1,-1
103,2,5,294,315,62,52,1,-1,-1,-1
103,15,4,535,263,30,40,1,-1,-1,-1
104,2,5,291,315,62,52,1,-1,-1,-1
104,15,4,534,263,30,40,1,-1,-1,-1
105,2,5,288,316,62,52,1,-1,-1,-1
105,15,4,534,263,30,40,1,-1,-1,-1
106,2,5,284,316,63,53,1,-1,-1,-1
106,15,4,533,263,30,40,1,-1,-1,-1
107,2,5,281,316,63,53,1,-1,-1,-1
107,15,4,533,263,30,40,1,-1,-1,-1
108,2,5,278,317,63,53,1,-1,-1,-1
108,15,4,532,263,30,40,1,-1,-1,-1
109,2,5,274,317,63,53,1,-1,-1,-1
109,15,4,532,263,30,40,1,-1,-1,-1
110,2,5,271,317,64,53,1,-1,-1,-1
110,15,4,532,263,30,40,1,-1,-1,-1
111,2,5,267,318,65,53,1,-1,-1,-1
111,15,4,531,263,30,40,1,-1,-1,-1
112,2,5,263,318,65,54,1,-1,-1,-1
112,15,4,531,263,30,40,1,-1,-1,-1
113,2,5,260,319,65,54,1,-1,-1,-1
113,15,4,530,263,30,40,1,-1,-1,-1
114,2,5,256,319,66,55,1,-1,-1,-1
114,15,4,530,263,30,40,1,-1,-1,-1
115,2,5,253,319,66,55,1,-1,-1,-1
115,15,4,529,263,30,40,1,-1,-1,-1
116,2,5,249,320,66,55,1,-1,-1,-1
116,15,4,529,263,30,40,1,-1,-1,-1
117,2,5,246,320,66,55,1,-1,-1,-1
117,15,4,529,263,30,40,1,-1,-1,-1
118,2,5,242,320,67,55,1,-1,-1,-1
118,15,4,528,264,30,40,1,-1,-1,-1
119,2,5,239,320,67,56,1,-1,-1,-1
119,15,4,528,264,30,40,1,-1,-1,-1
120,2,5,235,320,68,56,1,-1,-1,-1
120,15,4,527,264,30,40,1,-1,-1,-1
121,2,5,232,321,68,56,1,-1,-1,-1
121,15,4,527,264,30,39,1,-1,-1,-1
122,2,5,229,321,68,56,1,-1,-1,-1
122,15,4,527,264,30,39,1,-1,-1,-1
122,56,1,278,293,13,45,1,-1,-1,-1
123,2,5,225,321,69,56,1,-1,-1,-1
123,15,4,527,264,30,40,1,-1,-1,-1
123,56,1,278,294,13,46,1,-1,-1,-1
124,2,5,221,321,69,56,1,-1,-1,-1
124,15,4,526,265,30,40,1,-1,-1,-1
124,56,1,279,294,12,46,1,-1,-1,-1
125,2,5,218,322,69,56,1,-1,-1,-1
125,15,4,526,265,30,40,1,-1,-1,-1
125,56,1,279,293,12,46,1,-1,-1,-1
126,2,5,215,322,69,56,1,-1,-1,-1
126,15,4,526,265,30,40,1,-1,-1,-1
126,56,1,280,293,11,46,1,-1,-1,-1
127,2,5,211,321,69,57,1,-1,-1,-1
127,15,4,525,265,30,40,1,-1,-1,-1
127,56,1,281,293,11,46,1,-1,-1,-1
128,2,5,208,321,69,57,1,-1,-1,-1
128,15,4,525,265,30,41,1,-1,-1,-1
128,56,1,281,292,11,46,1,-1,-1,-1
129,2,5,205,322,68,57,1,-1,-1,-1
129,15,4,525,265,30,41,1,-1,-1,-1
129,56,1,281,292,11,46,1,-1,-1,-1
130,2,5,201,322,68,57,1,-1,-1,-1
130,15,4,524,265,30,41,1,-1,-1,-1
130,56,1,282,293,11,46,1,-1,-1,-1
131,2,5,198,322,67,57,1,-1,-1,-1
131,15,4,524,266,30,41,1,-1,-1,-1
131,56,1,282,293,11,46,1,-1,-1,-1
132,2,5,194,323,67,57,1,-1,-1,-1
132,15,4,523,266,30,41,1,-1,-1,-1
132,56,1,282,294,11,46,1,-1,-1,-1
133,2,5,190,323,67,57,1,-1,-1,-1
133,15,4,523,267,30,41,1,-1,-1,-1
133,56,1,283,294,11,46,1,-1,-1,-1
134,2,5,187,323,67,57,1,-1,-1,-1
134,15,4,523,267,30,41,1,-1,-1,-1
134,56,1,283,294,11,46,1,-1,-1,-1
135,2,5,183,323,67,57,1,-1,-1,-1
135,15,4,522,267,30,41,1,-1,-1,-1
135,56,1,284,294,11,46,1,-1,-1,-1
136,2,5,180,323,67,57,1,-1,-1,-1
136,15,4,522,267,31,41,1,-1,-1,-1
136,56,1,284,294,11,46,1,-1,-1,-1
136,69,2,824,727,50,176,1,-1,-1,-1
137,2,5,176,324,67,57,1,-1,-1,-1
137,15,4,521,267,31,41,1,-1,-1,-1
137,56,1,285,294,11,46,1,-1,-1,-1
137,69,2,824,724,50,174,1,-1,-1,-1
138,2,5,173,323,67,58,1,-1,-1,-1
138,15,4,521,268,31,41,1,-1,-1,-1
138,56,1,286,293,11,46,1,-1,-1,-1
138,69,2,823,719,49,173,1,-1,-1,-1
139,2,5,169,324,68,58,1,-1,-1,-1
139,15,4,521,268,31,42,1,-1,-1,-1
139,56,1,286,293,11,46,1,-1,-1,-1
139,69,2,823,715,48,172,1,-1,-1,-1
140,2,5,165,324,68,58,1,-1,-1,-1
140,15,4,520,269,31,41,1,-1,-1,-1
140,56,1,286,293,11,46,1,-1,-1,-1
140,69,2,823,710,48,172,1,-1,-1,-1
141,2,5,162,325,68,59,1,-1,-1,-1
141,15,4,520,269,31,41,1,-1,-1,-1
141,56,1,287,293,10,46,1,-1,-1,-1
141,69,2,823,707,48,171,1,-1,-1,-1
142,2,5,159,324,68,60,1,-1,-1,-1
142,15,4,519,269,31,41,1,-1,-1,-1
142,56,1,288,293,10,46,1,-1,-1,-1
143,2,5,156,325,68,60,1,-1,-1,-1
143,15,4,519,269,30,41,1,-1,-1,-1
143,56,1,288,293,10,45,1,-1,-1,-1
144,2,5,152,324,68,61,1,-1,-1,-1
144,15,4,519,269,30,41,1,-1,-1,-1
144,56,1,289,293,10,46,1,-1,-1,-1
145,2,5,149,324,68,61,1,-1,-1,-1
145,15,4,518,269,30,41,1,-1,-1,-1
145,56,1,289,292,10,46,1,-1,-1,-1
146,2,5,145,324,68,61,1,-1,-1,-1
146,15,4,518,269,30,41,1,-1,-1,-1
146,56,1,290,293,10,45,1,-1,-1,-1
147,2,5,142,324,67,61,1,-1,-1,-1
147,15,4,518,269,30,41,1,-1,-1,-1
147,56,1,290,293,10,45,1,-1,-1,-1
148,2,5,139,324,67,61,1,-1,-1,-1
148,15,4,517,269,30,40,1,-1,-1,-1
148,56,1,290,293,10,45,1,-1,-1,-1
149,2,5,135,324,67,61,1,-1,-1,-1
149,15,4,517,270,30,40,1,-1,-1,-1
150,2,5,132,324,67,61,1,-1,-1,-1
150,15,4,517,270,30,40,1,-1,-1,-1
151,2,5,129,325,67,61,1,-1,-1,-1
151,15,4,516,271,30,40,1,-1,-1,-1
151,75,2,820,681,47,169,1,-1,-1,-1
152,2,5,125,325,67,61,1,-1,-1,-1
152,15,4,516,271,30,40,1,-1,-1,-1
153,2,5,122,325,67,61,1,-1,-1,-1
153,15,4,516,271,30,40,1,-1,-1,-1
154,2,5,119,325,67,62,1,-1,-1,-1
154,15,4,515,271,30,40,1,-1,-1,-1
155,2,5,116,325,67,62,1,-1,-1,-1
155,15,4,515,271,30,40,1,-1,-1,-1
155,77,2,822,671,46,164,1,-1,-1,-1
156,2,5,112,325,67,62,1,-1,-1,-1
156,15,4,515,271,30,40,1,-1,-1,-1
157,2,5,109,325,67,62,1,-1,-1,-1
157,15,4,514,272,30,39,1,-1,-1,-1
